Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
Graduation,Married,86610.0,0,0,66,446,75,500,33,65,53,1,5,6,6,2,0,0,66,0,13
Graduation,Married,70951.0,0,0,66,239,10,500,100,65,54,1,3,4,9,1,0,0,41,0,13
Graduation,Single,24206.0,1,0,66,0,2,0,0,2,3,1,1,0,3,6,0,0,56,1,13
Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,41,2,13
Graduation,Married,58113.0,0,1,66,221,75,169,100,65,84,3,9,2,8,7,0,1,66,1,13
PhD,Married,70643.0,0,0,66,500,75,304,23,65,33,1,5,8,4,6,1,0,42,0,14
PhD,Married,64355.0,1,0,66,500,0,140,67,38,125,2,4,3,12,8,0,0,41,1,14
Master,Married,82576.0,0,0,66,500,55,445,100,18,18,1,2,4,12,1,0,0,66,0,14
PhD,Single,41644.0,1,1,67,20,3,0,0,0,2,2,1,0,3,3,0,0,54,2,12
Graduation,Married,72570.0,0,0,67,274,75,216,100,65,125,1,4,6,12,1,0,0,42,0,12
Graduation,Divorced,30630.0,1,1,67,27,1,12,0,0,10,2,2,0,3,7,0,0,61,2,12
Master,Single,22944.0,1,0,67,19,3,19,0,5,26,3,3,0,3,7,0,0,45,1,13
PhD,Divorced,86979.0,0,0,67,500,75,500,65,65,35,1,5,5,5,2,1,0,55,0,13
Graduation,Single,52247.0,1,2,67,500,20,172,52,50,20,6,2,3,10,7,0,0,56,3,13
PhD,Married,82072.0,0,0,67,500,55,500,100,65,125,1,3,2,13,1,0,0,56,0,13
Master,Divorced,52034.0,1,1,67,146,0,93,0,13,73,5,4,2,5,7,0,0,53,2,13
Graduation,Single,72354.0,0,0,67,315,26,473,100,12,125,1,2,10,6,1,0,0,33,0,13
Graduation,Married,28427.0,1,0,67,18,3,19,0,3,6,2,2,0,3,8,0,0,43,1,13
Master,Single,39858.0,1,0,67,15,20,25,0,7,26,1,2,0,4,6,1,0,57,1,13
Master,Married,67381.0,0,1,67,500,8,53,11,0,70,4,2,2,9,7,0,0,66,1,13
Basic,Single,23529.0,0,1,67,0,7,13,0,2,20,1,1,1,2,6,0,0,61,1,13
Graduation,Married,51479.0,1,1,67,247,8,160,0,8,65,7,6,3,6,7,0,0,59,2,14
Graduation,Married,76068.0,0,1,67,500,12,128,33,12,76,1,2,3,4,6,0,0,51,1,14
Graduation,Single,22507.0,0,0,67,68,0,226,51,65,68,3,10,2,4,9,0,0,66,0,14
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,42,1,14
Graduation,Married,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,0,66,2,12
Graduation,Single,76624.0,0,1,68,411,75,147,54,65,66,1,5,10,7,1,0,0,64,1,12
Graduation,Married,34587.0,1,1,68,0,2,0,0,0,2,2,1,0,3,4,0,0,66,2,12
PhD,Single,62159.0,0,0,68,182,17,259,77,65,29,1,6,2,10,4,0,0,66,0,12
Graduation,Single,66294.0,0,0,68,251,75,334,65,65,117,1,4,3,5,2,0,0,61,0,12
PhD,Married,5648.0,1,1,68,28,0,0,0,1,13,1,1,0,0,20,0,0,66,2,12
Graduation,Married,37235.0,1,0,68,20,2,0,0,6,20,1,1,1,2,4,0,0,42,1,12
Graduation,Single,85620.0,0,0,68,416,46,500,60,65,46,1,3,6,4,1,1,0,62,0,12
Graduation,Married,23976.0,1,0,68,0,1,21,0,3,25,3,3,1,3,7,0,0,42,1,13
Master,Single,41020.0,0,0,68,112,1,54,0,7,36,1,3,2,4,3,0,0,39,0,13
Graduation,Single,36108.0,1,0,68,141,8,129,0,11,47,3,7,1,4,9,0,0,42,1,13
Master,Divorced,57530.0,0,1,68,50,1,27,0,7,1,1,1,1,4,1,0,0,66,1,13
Master,Married,62905.0,0,1,68,166,75,96,100,65,59,3,7,2,8,4,0,0,62,1,13
PhD,Married,65846.0,0,0,68,500,75,276,80,40,81,1,6,3,6,4,0,0,66,0,13
Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,49,1,13
Graduation,Divorced,41638.0,0,1,68,315,0,31,0,0,91,4,5,5,3,8,0,0,62,1,13
Graduation,Married,63207.0,0,0,68,438,75,500,91,65,70,1,2,3,6,7,0,0,34,0,13
Graduation,Married,28320.0,0,1,68,19,1,14,0,2,4,1,1,0,3,8,0,0,66,1,13
Graduation,Married,43140.0,0,1,68,134,8,76,0,0,11,1,4,1,5,6,0,0,66,1,13
Graduation,Married,52531.0,0,0,68,283,75,151,51,65,125,2,7,2,10,6,0,0,55,0,14
Graduation,Divorced,40246.0,1,0,68,0,1,0,0,1,1,1,1,0,2,6,0,0,49,1,14
Graduation,Married,35196.0,1,0,68,75,12,141,43,39,125,6,6,1,5,8,1,0,42,1,14
Graduation,Married,35196.0,1,0,68,75,12,141,43,39,125,6,6,1,5,8,0,0,42,1,14
Graduation,Single,70596.0,0,0,68,347,44,500,17,0,26,1,3,5,12,2,0,0,41,0,14
PhD,Single,52597.0,0,1,69,492,0,37,0,0,42,3,6,3,8,5,0,0,64,1,12
Master,Single,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,54,1,12
Graduation,Single,81657.0,0,0,69,364,40,425,100,60,50,1,3,4,8,1,0,0,57,0,12
PhD,Married,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,66,2,13
Graduation,Married,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,0,0,66,2,13
Graduation,Married,52247.0,0,0,69,500,75,461,60,30,61,1,6,5,12,3,0,0,37,0,13
Master,Divorced,70638.0,0,0,69,500,12,215,16,12,63,1,4,5,10,3,0,0,66,0,13
Graduation,Married,38136.0,1,0,69,0,15,27,0,20,33,2,3,1,2,8,0,0,48,1,13
Graduation,Married,67432.0,0,1,69,432,75,341,100,65,125,2,8,5,4,4,0,0,53,1,13
Graduation,Married,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,66,1,13
PhD,Married,44325.0,0,1,69,500,0,21,0,0,5,4,8,2,7,8,0,0,54,1,13
PhD,Married,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,66,2,14
Graduation,Married,48178.0,1,1,69,159,4,45,0,2,38,6,5,1,4,8,0,0,51,2,14
Basic,Married,16005.0,1,0,69,0,3,0,20,30,47,3,2,1,2,8,0,0,46,1,14
Graduation,Married,79593.0,0,0,70,350,60,500,100,65,125,1,5,6,7,2,0,0,53,0,12
Graduation,Married,61180.0,0,1,70,403,24,29,0,24,125,2,5,5,6,3,0,0,66,1,12
Graduation,Single,64449.0,1,0,70,218,63,282,100,35,70,4,5,3,12,4,0,0,37,1,12
Graduation,Married,77437.0,0,0,70,500,21,442,29,44,29,1,4,5,13,1,0,0,63,0,13
Graduation,Married,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,50,1,13
Graduation,Married,53103.0,0,1,70,500,17,133,11,0,125,5,10,6,7,7,0,0,66,1,13
Graduation,Married,71819.0,0,1,70,500,28,140,0,14,125,3,3,3,5,6,0,0,55,1,13
Master,Divorced,74290.0,0,1,70,500,0,72,0,12,12,4,10,8,10,6,0,0,55,1,13
Graduation,Single,72282.0,0,0,70,500,27,419,90,65,125,1,5,7,9,7,1,0,66,0,13
Master,Married,47352.0,0,1,70,172,12,112,0,0,15,4,6,1,5,7,0,0,66,1,13
Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,65,1,13
Graduation,Married,50200.0,1,1,70,266,6,51,0,6,64,6,7,1,5,8,0,0,50,2,13
Graduation,Married,18222.0,0,0,70,0,4,19,12,6,14,1,2,0,3,8,0,0,36,0,14
PhD,Married,77610.0,0,1,70,500,33,332,21,33,16,2,4,7,4,7,0,0,66,1,14
PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,56,2,14
PhD,Married,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,58,2,14
Graduation,Single,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,0,45,0,12
Graduation,Married,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,61,2,12
Graduation,Divorced,49638.0,0,1,71,18,10,0,0,5,0,1,1,0,3,2,0,0,66,1,12
PhD,Married,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,66,1,12
PhD,Divorced,26642.0,1,0,71,0,2,15,0,2,8,2,2,0,3,6,0,0,59,1,12
Graduation,Married,33235.0,1,0,71,45,0,16,0,1,6,1,3,0,3,7,0,0,40,1,12
Graduation,Married,23228.0,1,0,71,0,2,18,0,1,0,2,2,0,3,8,0,0,57,1,12
PhD,Married,36732.0,1,1,71,21,5,0,10,1,7,3,1,1,4,2,0,0,66,2,13
Graduation,Married,82657.0,0,0,71,500,75,500,100,65,125,1,7,5,10,4,0,0,66,0,13
PhD,Divorced,64140.0,0,2,71,500,0,61,0,15,125,5,2,5,6,5,1,0,62,2,13
Graduation,Married,44392.0,1,1,71,87,5,71,0,12,29,5,4,1,4,7,0,0,52,2,13
Basic,Single,16185.0,1,0,71,0,11,16,21,8,45,2,2,2,2,8,0,0,36,1,13
Master,Married,38702.0,1,0,71,0,11,24,13,8,40,2,3,0,4,6,0,0,48,1,13
PhD,Married,54072.0,1,1,71,35,0,0,0,0,0,1,2,0,2,8,0,0,63,2,13
Master,Divorced,61787.0,0,0,71,500,73,414,78,48,85,1,8,4,6,5,0,0,39,0,13
Graduation,Married,34935.0,0,0,71,34,4,66,0,10,20,1,2,1,4,7,0,0,34,0,13
PhD,Married,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,66,1,13
Graduation,Single,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,66,1,13
PhD,Married,92491.0,0,0,71,500,44,500,29,25,22,1,7,5,12,3,1,0,43,0,13
Master,Married,42207.0,1,0,71,116,11,72,0,17,46,4,4,1,5,6,1,0,42,1,13
Graduation,Single,46984.0,1,1,71,19,1,10,0,1,8,1,1,0,3,5,0,0,66,2,13
Graduation,Single,23442.0,1,0,71,0,0,0,0,6,5,1,1,0,3,7,0,0,39,1,14
PhD,Single,46757.0,0,1,71,500,30,163,0,51,122,6,4,4,7,9,0,0,63,1,14
Master,Married,14515.0,1,0,71,0,4,0,0,36,35,4,2,2,3,7,1,0,46,1,14
Master,Single,80910.0,0,0,71,160,75,369,67,39,41,1,3,3,8,1,0,0,40,0,14
Graduation,Married,30545.0,1,0,71,0,12,15,19,7,12,2,2,0,3,7,0,0,47,1,14
Master,Single,44802.0,0,0,71,500,10,143,13,10,20,2,9,4,12,8,0,0,56,0,14
Graduation,Single,79941.0,0,0,72,123,75,266,100,30,125,1,2,4,9,1,0,0,50,0,12
Master,Married,79734.0,0,0,72,500,8,232,23,62,17,1,4,3,6,1,0,0,57,0,12
Master,Married,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,49,0,12
PhD,Married,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,66,2,12
PhD,Married,78075.0,0,0,72,500,8,259,34,35,80,1,3,5,5,1,0,0,54,0,12
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,50,2,12
Graduation,Single,25008.0,1,0,72,0,8,0,0,1,9,2,1,0,3,8,0,0,38,1,12
PhD,Married,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,66,1,13
Graduation,Married,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,46,1,13
PhD,Married,91820.0,0,0,72,410,73,500,76,65,30,0,5,5,12,1,0,0,40,0,13
PhD,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,61,2,13
Graduation,Divorced,23295.0,0,0,72,0,0,0,0,12,5,1,1,0,2,8,0,0,66,0,13
Graduation,Single,84574.0,0,0,72,387,20,500,38,54,125,1,9,11,11,5,0,0,66,0,13
Graduation,Married,54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,57,0,13
Graduation,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,45,2,13
Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,66,1,13
PhD,Married,56242.0,0,1,72,500,8,167,11,8,88,5,8,4,11,6,0,0,57,1,13
PhD,Married,86580.0,0,0,72,500,21,127,26,20,20,0,4,2,5,1,0,0,43,0,13
Graduation,Married,76005.0,0,0,72,500,20,389,100,50,40,1,3,5,13,6,0,0,66,0,13
PhD,Married,54693.0,0,1,72,500,17,142,23,26,35,8,6,4,13,6,0,0,64,1,13
Master,Married,52750.0,0,1,72,393,0,239,90,65,69,6,5,7,9,4,0,0,66,1,13
Graduation,Divorced,36997.0,1,1,72,43,4,12,0,0,27,5,2,1,4,5,0,0,58,2,13
PhD,Married,34230.0,1,1,72,15,0,0,0,0,2,1,1,0,2,7,0,0,61,2,14
Graduation,Single,47916.0,0,1,72,500,0,26,0,0,75,5,7,4,6,6,0,0,66,1,14
Master,Married,60839.0,1,1,72,500,21,128,100,65,125,13,2,2,12,8,0,0,47,2,14
PhD,Married,79930.0,0,0,72,500,75,500,67,51,17,1,3,5,8,2,0,0,54,0,14
PhD,Married,55158.0,1,1,72,293,0,87,0,11,23,4,7,2,5,7,1,0,56,2,14
Master,Single,85485.0,0,0,73,500,26,500,44,18,54,1,6,6,6,2,0,0,66,0,12
PhD,Married,75865.0,0,0,73,483,0,500,100,0,12,1,3,5,10,1,0,0,66,0,12
Graduation,Married,44375.0,0,1,73,213,5,28,0,7,41,1,4,1,6,5,0,0,61,1,12
PhD,Single,60504.0,0,1,73,458,0,24,0,4,34,2,6,2,8,6,0,0,55,1,12
Graduation,Married,65492.0,0,0,73,247,75,295,100,65,47,2,4,7,13,2,0,0,66,0,12
Master,Single,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,46,1,12
PhD,Divorced,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,66,1,13
Graduation,Single,61209.0,0,0,73,466,0,224,100,49,99,1,5,3,4,2,0,0,56,0,13
Graduation,Married,66825.0,0,0,73,243,75,405,29,40,40,1,4,5,6,2,0,0,59,0,13
PhD,Single,87188.0,0,0,73,500,75,500,49,65,55,1,10,2,6,3,1,0,43,0,13
Master,Single,84953.0,0,0,73,167,48,500,63,65,72,1,3,10,4,2,1,0,66,0,13
PhD,Single,74637.0,0,0,73,500,64,464,100,0,16,1,6,9,9,3,0,0,66,0,13
Graduation,Married,86111.0,0,0,73,399,28,500,36,40,125,1,5,7,10,2,0,0,64,0,13
Master,Married,77632.0,0,0,73,500,75,500,0,42,125,1,4,2,6,2,1,0,66,0,13
Graduation,Married,31814.0,1,0,73,35,3,20,0,1,20,2,2,0,3,9,0,0,53,1,13
PhD,Married,70116.0,0,0,73,500,44,500,95,58,29,1,2,8,12,1,0,0,54,0,13
PhD,Single,48240.0,0,0,73,389,75,248,64,49,41,3,6,3,13,5,1,0,57,0,14
Master,Married,40101.0,1,0,73,171,3,129,26,24,62,4,6,1,6,7,0,0,41,1,14
Graduation,Married,70503.0,0,0,73,500,33,216,0,33,66,1,2,4,9,6,0,0,66,0,14
Graduation,Married,79205.0,0,0,73,500,23,117,100,28,44,1,6,5,4,4,1,0,51,0,14
Graduation,Single,51766.0,1,0,74,60,51,87,0,20,51,2,4,2,4,5,0,0,46,1,12
Graduation,Married,62994.0,1,0,74,224,12,48,0,12,12,1,6,2,4,6,0,0,46,1,12
PhD,Married,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,52,1,12
Graduation,Married,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,57,1,13
Graduation,Married,19986.0,1,0,74,0,6,0,0,2,6,1,0,0,3,7,0,0,41,1,13
Graduation,Single,72903.0,0,0,74,500,75,500,0,19,39,1,7,5,8,4,1,0,41,0,13
PhD,Divorced,45072.0,1,2,74,144,2,99,0,2,30,5,6,1,4,8,0,0,66,3,13
PhD,Married,59062.0,2,1,74,46,1,12,0,0,9,2,2,0,3,4,0,0,59,3,13
Master,Married,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,65,1,13
Master,Married,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,61,1,13
Master,Single,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,57,0,13
PhD,Divorced,36921.0,1,1,74,17,1,12,0,1,4,2,2,0,3,7,0,0,61,2,13
Master,Married,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,66,2,13
Master,Single,62772.0,0,1,74,500,49,157,43,8,108,1,5,6,11,2,0,0,57,1,13
PhD,Married,75032.0,0,1,74,500,12,180,47,12,12,2,5,4,9,3,0,0,66,1,13
Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,63,0,13
Master,Married,36550.0,1,0,74,47,75,94,100,65,120,5,9,1,5,9,0,0,48,1,13
Graduation,Married,75027.0,0,1,74,500,64,179,100,12,77,2,9,4,6,5,0,0,66,1,13
PhD,Single,63159.0,0,0,74,500,34,500,89,65,37,1,3,5,8,3,0,0,52,0,14
Master,Married,54108.0,1,1,74,500,6,91,0,6,97,13,8,2,9,8,0,0,53,2,14
Graduation,Married,81795.0,0,0,74,324,75,500,27,65,88,1,4,11,7,2,0,0,66,0,14
Graduation,Married,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,0,61,1,14
Master,Married,18492.0,1,0,75,0,2,0,0,1,1,1,1,0,2,8,0,0,44,1,12
Graduation,Single,94472.0,0,1,75,500,33,417,100,65,16,1,5,5,5,5,0,0,66,1,12
Graduation,Single,70337.0,0,0,75,187,75,149,25,43,91,1,2,2,12,1,0,0,47,0,12
Graduation,Single,34853.0,1,1,75,0,3,15,0,3,2,2,2,0,3,6,0,0,53,2,13
Master,Single,52247.0,0,0,75,500,75,490,100,65,125,1,5,5,11,1,1,0,66,0,13
PhD,Single,16269.0,1,0,75,19,3,18,0,1,0,3,3,0,3,8,0,0,42,1,13
Graduation,Married,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,44,1,13
Graduation,Single,22804.0,1,0,75,0,1,0,0,1,1,1,2,0,2,9,0,0,55,1,13
Graduation,Married,30631.0,1,0,75,15,6,20,0,5,20,1,3,1,2,7,0,0,52,1,13
PhD,Single,78420.0,0,0,75,500,28,500,91,28,28,1,3,10,8,1,0,0,60,0,13
Graduation,Single,81741.0,0,0,75,249,75,500,58,65,38,0,6,6,7,2,0,0,46,0,13
Graduation,Married,25721.0,1,0,75,0,3,0,0,6,15,1,1,1,2,7,1,0,55,1,13
Graduation,Single,31907.0,0,0,75,33,75,64,100,16,74,1,6,1,6,7,0,0,54,0,13
Graduation,Divorced,37859.0,1,2,75,22,1,0,0,1,2,2,1,0,3,8,0,0,64,3,13
Graduation,Married,30261.0,1,2,75,0,0,0,0,3,6,1,0,0,3,8,0,0,54,3,14
Graduation,Married,21645.0,1,0,75,0,0,23,0,5,19,3,3,0,3,9,1,0,47,1,14
Master,Divorced,21282.0,1,0,76,0,5,0,0,8,20,2,2,1,2,6,0,0,48,1,12
Graduation,Married,32144.0,1,1,76,41,0,10,0,0,3,4,2,1,3,7,0,0,66,2,12
Master,Divorced,62637.0,0,1,76,104,12,48,0,12,5,1,2,2,5,2,0,0,66,1,12
Graduation,Married,16626.0,2,0,76,0,3,22,21,1,13,3,3,0,3,9,0,0,55,2,12
Master,Married,54690.0,1,1,76,111,16,37,0,9,18,3,3,1,5,3,0,0,55,2,13
PhD,Single,61284.0,0,0,76,500,15,106,20,7,45,1,11,2,8,6,0,0,66,0,13
Master,Married,23718.0,1,0,76,0,3,14,15,7,36,3,3,1,2,7,0,0,50,1,13
PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,64,1,13
Graduation,Divorced,82025.0,0,0,76,267,75,500,48,65,98,1,3,2,6,1,1,0,43,0,13
Basic,Single,15056.0,1,1,76,0,12,0,21,6,40,5,2,2,3,5,0,0,66,2,13
Graduation,Married,48192.0,0,0,76,500,43,204,100,58,29,3,2,8,12,8,1,0,66,0,13
Master,Married,67309.0,1,1,76,500,47,181,100,65,95,15,9,6,9,7,0,0,59,2,13
Graduation,Single,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,66,1,13
Graduation,Single,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,49,1,14
PhD,Married,6835.0,0,1,76,107,2,12,0,2,12,0,0,0,1,20,0,0,66,1,14
Graduation,Married,32880.0,1,0,76,0,4,15,0,6,2,1,1,0,3,8,0,0,40,1,14
Master,Single,23616.0,1,0,76,0,22,11,0,7,32,2,3,0,3,8,1,0,44,1,14
Graduation,Married,19419.0,1,0,76,0,14,28,16,3,7,4,4,0,3,9,0,0,45,1,14
Graduation,Married,34961.0,1,0,77,45,2,26,0,1,1,3,3,1,3,7,0,0,53,1,12
Graduation,Divorced,64892.0,0,1,77,500,24,230,32,24,65,2,6,4,12,4,0,0,50,1,12
Master,Married,16248.0,1,0,77,0,11,10,0,12,9,3,2,1,3,6,0,0,38,1,12
Graduation,Married,43776.0,1,0,77,0,0,0,0,1,3,1,1,0,2,6,0,0,43,1,12
Graduation,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,0,0,59,1,12
Basic,Single,22123.0,0,0,77,0,3,24,34,7,31,1,2,1,3,5,0,0,66,0,12
Master,Single,35544.0,1,0,77,30,5,23,0,1,4,1,2,0,3,7,0,0,48,1,12
Master,Married,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,37,1,12
Graduation,Married,65665.0,0,1,77,225,75,387,100,36,29,1,5,10,8,3,0,0,50,1,13
Graduation,Divorced,29819.0,1,0,77,0,1,24,0,1,2,3,3,0,3,6,0,0,55,1,13
Graduation,Single,81217.0,0,0,77,493,70,324,100,40,84,1,3,7,11,1,0,0,37,0,13
Graduation,Single,26095.0,1,0,77,0,7,0,0,1,11,1,1,0,3,7,0,0,36,1,13
Master,Divorced,65706.0,0,0,77,500,10,129,13,0,125,1,11,3,12,7,1,0,56,0,13
Graduation,Divorced,31859.0,1,0,77,0,1,0,0,0,5,1,1,0,2,7,0,0,50,1,13
PhD,Married,93027.0,0,0,77,500,42,500,55,0,21,0,7,10,5,2,0,0,66,0,13
Graduation,Divorced,58710.0,0,1,77,440,75,368,0,65,125,6,11,5,9,6,0,0,56,1,13
Master,Married,49618.0,1,1,77,80,3,26,0,2,14,4,3,1,3,7,0,0,60,2,13
Master,Single,58308.0,0,1,77,500,0,69,10,0,125,4,2,6,3,8,0,0,62,1,13
Graduation,Married,40800.0,1,2,77,24,0,27,0,30,10,2,3,0,3,7,0,1,62,3,13
Graduation,Married,18690.0,0,0,77,0,1,0,23,4,19,1,1,1,2,8,0,0,66,0,14
Graduation,Married,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,66,2,14
Graduation,Married,75702.0,1,1,77,500,28,353,45,42,30,5,4,6,11,8,0,0,59,2,14
PhD,Married,32892.0,1,0,78,26,0,15,0,1,2,2,3,0,3,8,0,0,55,1,12
Master,Married,89120.0,0,0,78,500,75,408,72,65,55,1,5,6,7,1,0,0,66,0,12
Graduation,Married,27116.0,1,1,78,0,1,21,0,2,3,2,2,0,3,7,0,0,65,2,12
Graduation,Single,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,37,1,12
PhD,Single,54466.0,1,1,78,0,0,0,0,0,0,1,1,0,2,5,0,0,53,2,12
Graduation,Single,59686.0,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,61,1,12
Graduation,Divorced,82460.0,0,0,78,255,47,500,52,32,15,1,5,3,6,1,0,0,66,0,13
PhD,Single,76045.0,0,0,78,500,53,400,17,65,0,1,4,5,11,2,0,0,66,0,13
Graduation,Divorced,83829.0,0,0,78,500,75,430,100,65,27,0,4,7,6,1,1,0,51,0,13
Master,Married,32889.0,1,1,78,28,0,13,0,2,8,3,2,1,3,5,0,0,58,2,13
Master,Divorced,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,47,1,13
Graduation,Divorced,36627.0,2,0,78,0,1,0,0,0,1,1,0,0,3,5,0,0,51,2,13
Graduation,Married,28718.0,1,0,78,0,4,0,11,8,16,2,2,0,3,8,0,0,44,1,13
Graduation,Married,77981.0,1,0,78,138,75,204,16,65,60,3,7,4,7,5,0,0,54,1,13
Graduation,Single,60230.0,0,1,78,500,20,367,39,65,40,2,6,3,6,5,0,0,66,1,13
Graduation,Married,74918.0,0,0,78,500,59,500,25,19,59,1,5,9,6,3,0,0,57,0,13
Graduation,Single,40464.0,0,1,78,424,17,118,0,23,41,6,8,2,8,8,0,0,66,1,13
Master,Single,64857.0,0,0,78,500,14,500,100,0,43,1,7,5,10,4,0,0,66,0,14
Graduation,Married,63381.0,0,1,78,500,50,142,33,50,125,4,4,5,13,2,0,0,66,1,14
Master,Married,66664.0,0,0,78,398,75,447,100,65,32,1,5,7,6,3,0,0,44,0,14
Graduation,Single,86358.0,1,1,78,500,47,494,82,47,95,4,5,3,6,8,0,0,60,2,14
Graduation,Married,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,49,1,12
PhD,Married,57072.0,0,1,79,500,0,60,0,0,30,2,7,5,13,5,0,0,65,1,12
Graduation,Married,54178.0,0,1,79,135,9,39,0,0,7,1,2,2,5,2,0,0,59,1,12
PhD,Single,48767.0,1,2,79,28,1,21,0,0,10,3,2,1,3,5,0,0,66,3,12
Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,66,2,13
Graduation,Single,43020.0,1,0,79,45,7,99,0,25,43,3,4,1,4,6,0,0,56,1,13
Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,63,1,13
Graduation,Single,72906.0,0,0,79,400,32,500,71,65,54,1,3,4,9,1,0,0,66,0,13
Master,Married,25176.0,1,1,79,0,0,0,0,0,5,1,1,0,2,7,0,0,50,2,13
Graduation,Married,96876.0,0,0,79,500,43,500,40,65,21,1,7,7,9,2,1,0,49,0,13
Master,Married,31086.0,1,1,79,16,2,11,0,0,16,2,1,1,2,8,0,0,47,2,13
Graduation,Single,24072.0,1,0,79,0,1,0,0,0,4,1,1,0,2,8,0,0,43,1,13
Graduation,Divorced,76773.0,0,0,79,500,56,449,86,33,16,1,2,2,11,1,0,0,66,0,13
Graduation,Married,72190.0,0,0,79,500,75,500,100,65,125,1,5,6,4,3,0,0,61,0,13
PhD,Married,83837.0,0,0,79,500,66,119,86,65,111,1,9,10,5,4,1,0,66,0,14
Graduation,Married,17345.0,1,0,79,0,9,16,17,0,12,2,2,1,2,8,0,0,48,1,14
Master,Single,75154.0,0,1,79,500,10,205,100,65,82,1,6,3,6,3,1,0,66,1,14
Basic,Married,28249.0,0,0,80,0,9,0,0,14,10,1,2,0,3,6,0,0,65,0,12
Master,Married,69661.0,0,0,80,500,16,106,32,16,8,1,7,3,12,3,0,0,46,0,12
PhD,Married,27922.0,1,0,80,0,0,13,0,4,11,1,2,0,3,4,0,0,47,1,12
Master,Married,45903.0,0,1,80,33,8,10,0,10,3,2,2,1,3,4,0,0,60,1,12
